"population_ID","species.updated","species","study_ID","reference_link","subset","trait","unit","mean","n","SD","comments","location","measurement_notes","pair_ID","sex","migratory","migratory.comments","feeding.type","feeding.type.comments","migratory.pop.level","feeding.type.pop.level","broader.comments","migratory.inc.vagrants.pop.level","migratory.inc.vagrants","species.updated.new","species.updated.rep","species.updated.new.rep","effectsize_ID","yi","vi","CV","sex.num","migratory.pop.level.num","feeding.type.pop.level.num","migratory.inc.vagrants.pop.level.num"
"73","Charadrius semipalmatus","Charadrius semipalmatus","Teather & Nol 1997","https://doi.org/10.2307/1370492","R&E2013","wing length","mm",125.57,145,2.77,"Unclear if deviation is SE or SD, assuming it is SE: Reported SE.male: 0.23, SE.female: 0.23, original SD.male: 2.84494288167619, SD.female: 2.76956675312223","Churchill, Manitoba (58°45'N, 95°04'W)","Not tracked","88","female","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Charadrius semipalmatus","Charadrius semipalmatus","Charadrius semipalmatus",135,-3.8105438295794,0.00347557820518498,2.21361373967657,-1,1,-1,1
"74","Chersophilus duponti","Chersophilus duponti","Vøgeli et al. 2007","https://digital.csic.es/bitstream/10261/58108/1/aardeola07.pdf","R&E2013","wing length","mm",91.9,28,2.5,"Several populations; reported deviation is SD, not SE as reported, otherwise, there would be individuals out there with negative wing sizes, plus, it is clear by simply looking at the similarity between the values from males and females despite that there were about 10 times more males","Spain (mostly Ebro valley) and Morocco","Svensson (1992)","89","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Chersophilus duponti","Chersophilus duponti","Chersophilus duponti",136,-3.58589177896897,0.0185449481412118,2.77119436791069,-1,-1,-1,-1
"74","Chersophilus duponti","Chersophilus duponti","Vøgeli et al. 2007","https://digital.csic.es/bitstream/10261/58108/1/aardeola07.pdf","R&E2013","wing length","mm",102.4,286,2.5,"Several populations; reported deviation is SD, not SE as reported, otherwise, there would be individuals out there with negative wing sizes, plus, it is clear by simply looking at the similarity between the values from males and females despite that there were about 10 times more males","Spain (mostly Ebro valley) and Morocco","Svensson (1992)","89","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Chersophilus duponti","Chersophilus duponti","Chersophilus duponti",137,-3.71084159476634,0.00175647004340093,2.44569317822345,1,-1,-1,-1
"75","Chionis minor","Chionis minor","Bried & Jouventin 1997","https://doi.org/10.2307/1370496","R&E2013","wing length","mm",245.8,30,4.9,NA,"Iles Kerguen","Not tracked","90","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Chionis minor","Chionis minor","Chionis minor",138,-3.89804161270501,0.0172546259934879,2.02815917900651,1,-1,-1,-1
"75","Chionis minor","Chionis minor","Bried & Jouventin 1997","https://doi.org/10.2307/1370496","R&E2013","wing length","mm",234,29,4.4,NA,"Iles Kerguen","Not tracked","90","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Chionis minor","Chionis minor","Chionis minor",139,-3.95585943157634,0.0178693348764083,1.91422100584178,-1,-1,-1,-1
"76","Chionis minor","Chionis minor","Bried & Jouventin 1997","https://doi.org/10.2307/1370496","R&E2013","wing length","mm",207.3,28,5.2,NA,"Prince Edward Island","Not tracked","91","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Chionis minor","Chionis minor","Chionis minor",140,-3.66698987533583,0.0185409909493171,2.5553272832362,-1,-1,-1,-1
"76","Chionis minor","Chionis minor","Bried & Jouventin 1997","https://doi.org/10.2307/1370496","R&E2013","wing length","mm",218,24,5.9,NA,"Prince Edward Island","Not tracked","91","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Chionis minor","Chionis minor","Chionis minor",141,-3.58780358144263,0.0217696501020385,2.76590145277937,1,-1,-1,-1
"77","Chionis minor","Chionis minor","Bried & Jouventin 1997","https://doi.org/10.2307/1370496","R&E2013","wing length","mm",221,7,2.6,NA,"Crozet Islands","Not tracked","92","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Chionis minor","Chionis minor","Chionis minor",142,-4.35931792315698,0.0833531059482616,1.27871064649556,1,-1,-1,-1
"77","Chionis minor","Chionis minor","Bried & Jouventin 1997","https://doi.org/10.2307/1370496","R&E2013","wing length","mm",211.3,6,4,NA,"Crozet Islands","Not tracked","92","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Chionis minor","Chionis minor","Chionis minor",143,-3.86698456350212,0.100059726867542,2.09213614401448,-1,-1,-1,-1
"79","Chlidonias hybridus","Chlidonias hybrida","Ledwon 2011","https://doi.org/10.5253/078.099.0209","R&E2013","wing length","mm",237.6,86,5.2,NA,"Upper Vistula Valley River in southern Poland (49°59'N, 19°26'E)","Not tracked","93","male","partially migratory","some populations are resident year-round","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","partially migratory","Chlidonias hybrida","Chlidonias hybridus","Chlidonias hybrida",144,-3.81604760895993,0.00588792243034161,2.20146396353304,1,1,1,1
"79","Chlidonias hybridus","Chlidonias hybrida","Ledwon 2011","https://doi.org/10.5253/078.099.0209","R&E2013","wing length","mm",230.4,64,5.3,NA,"Upper Vistula Valley River in southern Poland (49°59'N, 19°26'E)","Not tracked","93","female","partially migratory","some populations are resident year-round","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","partially migratory","Chlidonias hybrida","Chlidonias hybridus","Chlidonias hybrida",145,-3.76417360032715,0.00794477605735604,2.31867658556597,-1,1,1,1
"80","Cinclus cinclus","Cinclus cinclus","Campos et al. 2005","https://doi.org/10.3161/068.040.0204","R&E2013","wing length","mm",92.55,19,2.48,"Reported SE.male: 0.57, SE.female: 0.33, original trait: wing size, reported trait: wing length (maximum span)","Cantabrian Mountains","wing length (maximum span)","94","male","non-migratory","there might be some migration in populations from the extremes of the distribution, but most individiduals and populations are seemingly resident","partially aerial feeding","non-aerial and flying under water","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus",146,-3.59171270106484,0.0278155695200787,2.75511031879582,1,-1,-1,-1
"80","Cinclus cinclus","Cinclus cinclus","Campos et al. 2005","https://doi.org/10.3161/068.040.0204","R&E2013","wing length","mm",84.38,9,0.99,"Reported SE.male: 0.57, SE.female: 0.33, original trait: wing size, reported trait: wing length (maximum span)","Cantabrian Mountains","wing length (maximum span)","94","female","non-migratory","there might be some migration in populations from the extremes of the distribution, but most individiduals and populations are seemingly resident","partially aerial feeding","non-aerial and flying under water","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus",147,-4.38288074254969,0.0625152949773317,1.24893282096312,-1,-1,-1,-1
"81","Cinclus cinclus","Cinclus cinclus","Campos et al. 2005","https://doi.org/10.3161/068.040.0204","R&E2013","wing length","mm",92.47,44,2.19,"Reported SE.male: 0.41, SE.female: 0.29, original trait: wing size, reported trait: wing length (maximum span)","Western Pyrenees","Not tracked","95","male","non-migratory","there might be some migration in populations from the extremes of the distribution, but most individiduals and populations are seemingly resident","partially aerial feeding","non-aerial and flying under water","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus",148,-3.73135481678439,0.0116406547355539,2.39603519498387,1,-1,-1,-1
"81","Cinclus cinclus","Cinclus cinclus","Campos et al. 2005","https://doi.org/10.3161/068.040.0204","R&E2013","wing length","mm",84.61,49,2.03,"Reported SE.male: 0.41, SE.female: 0.29, original trait: wing size, reported trait: wing length (maximum span)","Western Pyrenees","Not tracked","95","female","non-migratory","there might be some migration in populations from the extremes of the distribution, but most individiduals and populations are seemingly resident","partially aerial feeding","non-aerial and flying under water","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus",149,-3.71960000321605,0.0104284143601272,2.42436632938366,-1,-1,-1,-1
"82","Cinclus cinclus","Cinclus cinclus","Campos et al. 2005","https://doi.org/10.3161/068.040.0204","R&E2013","wing length","mm",93.16,15,2.03,"Reported SE.male: 0.43, SE.female: 0.39, original trait: wing size, reported trait: wing length (maximum span)","Central Mountains","Not tracked","96","male","non-migratory","there might be some migration in populations from the extremes of the distribution, but most individiduals and populations are seemingly resident","partially aerial feeding","non-aerial and flying under water","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus",150,-3.79056836624816,0.0357459406806979,2.25827629226253,1,-1,-1,-1
"82","Cinclus cinclus","Cinclus cinclus","Campos et al. 2005","https://doi.org/10.3161/068.040.0204","R&E2013","wing length","mm",85.05,17,2.03,"Reported SE.male: 0.43, SE.female: 0.39, original trait: wing size, reported trait: wing length (maximum span)","Central Mountains","Not tracked","96","female","non-migratory","there might be some migration in populations from the extremes of the distribution, but most individiduals and populations are seemingly resident","partially aerial feeding","non-aerial and flying under water","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus",151,-3.70395352578818,0.031283511550228,2.46259743353695,-1,-1,-1,-1
"83","Cinclus cinclus","Cinclus cinclus","Moreno-Rueda & Rivas 2007","https://doi.org/10.1007/s10336-007-0184-7","R&E2013","wing length","mm",95.9,196,2.27,"Added year to reference, no mention of wing length measurement method used. Assumed the same population than in Campos et al. 2005, since they are both in Sierra Nevada, South Spain, and both rivers sampled are essentially the same in a continuum","Sierra Nevada, Spain",NA,"98","male","non-migratory","there might be some migration in populations from the extremes of the distribution, but most individiduals and populations are seemingly resident","partially aerial feeding","non-aerial and flying under water","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus",152,-3.74096204783198,0.00256696119727238,2.37312615370018,1,-1,-1,-1
"83","Cinclus cinclus","Cinclus cinclus","Campos et al. 2005","https://doi.org/10.3161/068.040.0204","R&E2013","wing length","mm",96.22,18,2.16,"Reported SE.male: 0.51, SE.female: 0.39, original trait: wing size, reported trait: wing length (maximum span)","Sierra Nevada Mountains","Not tracked","97","male","non-migratory","there might be some migration in populations from the extremes of the distribution, but most individiduals and populations are seemingly resident","partially aerial feeding","non-aerial and flying under water","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus",153,-3.76711724986935,0.0294397612413975,2.31186125019706,1,-1,-1,-1
"83","Cinclus cinclus","Cinclus cinclus","Moreno-Rueda & Rivas 2007","https://doi.org/10.1007/s10336-007-0184-7","R&E2013","wing length","mm",88.3,180,1.96,"Added year to reference, no mention of wing length measurement method used. Assumed the same population than in Campos et al. 2005, since they are both in Sierra Nevada, South Spain, and both rivers sampled are essentially the same in a continuum","Sierra Nevada, Spain",NA,"98","female","non-migratory","there might be some migration in populations from the extremes of the distribution, but most individiduals and populations are seemingly resident","partially aerial feeding","non-aerial and flying under water","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus",154,-3.8050023382781,0.00279603336312183,2.22591451179247,-1,-1,-1,-1
"83","Cinclus cinclus","Cinclus cinclus","Campos et al. 2005","https://doi.org/10.3161/068.040.0204","R&E2013","wing length","mm",88.79,22,2.39,"Reported SE.male: 0.51, SE.female: 0.39, original trait: wing size, reported trait: wing length (maximum span)","Sierra Nevada Mountains","Not tracked","97","female","non-migratory","there might be some migration in populations from the extremes of the distribution, but most individiduals and populations are seemingly resident","partially aerial feeding","non-aerial and flying under water","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus",155,-3.59117114129129,0.0238424578495587,2.75660277980811,-1,-1,-1,-1
"84","Circus aeruginosus","Circus aeruginosus","Bavoux et al. 2006","https://doi.org/10.3356/0892-1016(2006)40[57:GDITWM]2.0.CO;2","R&E2013","wing chord","mm",389.9,130,10.2,NA,"Marshes of Charente-Maritime (45°57'N, 01°09'W; western France)","Spencer 1984","99","male","partially migratory","","fully aerial feeding","although some populations are resident year-round, the resident area is very small","non-migratory","fully aerial feeding","the study site is from one of the rare sites where this species is non-migratory","non-migratory","partially migratory","Circus aeruginosus","Circus aeruginosus","Circus aeruginosus",156,-3.63962660670608,0.00388123341213244,2.62621482451867,1,-1,1,-1
"84","Circus aeruginosus","Circus aeruginosus","Bavoux et al. 2006","https://doi.org/10.3356/0892-1016(2006)40[57:GDITWM]2.0.CO;2","R&E2013","wing chord","mm",411.1,74,10.8,NA,"Marshes of Charente-Maritime (45°57'N, 01°09'W; western France)","Spencer 1984","99","female","partially migratory","","fully aerial feeding","although some populations are resident year-round, the resident area is very small","non-migratory","fully aerial feeding","the study site is from one of the rare sites where this species is non-migratory","non-migratory","partially migratory","Circus aeruginosus","Circus aeruginosus","Circus aeruginosus",157,-3.63244104470517,0.00685864161451684,2.64515361540833,-1,-1,1,-1
"85","Cyanistes teneriffae","Cyanistes teneriffae","Garcia-Del-Rey et al. 2010","https://doi.org/10.2989/00306525.2010.455819","R&E2013","wing length","mm",64.7,100,1.2,"Cannot access source for measurement","Tenerife","wing length (maximum chord) (Redfern C, Clark JA (eds). 2001. Ringers’ manual. Thetford: British Trust for Ornithology.)","100","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Cyanistes teneriffae","Cyanistes teneriffae","Cyanistes teneriffae",158,-3.98238913966239,0.00505394501476764,1.86410500219348,1,-1,-1,-1
